date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
20200907,WY,4032,607,74312,,totalTestsViral,129017,15,219,,,,,3416,A,9/6/2020 11:25,2020-09-06T11:25:00Z,09/06 07:25,42,219,2020-09-06T11:25:00Z,129017,3660,125357,3425,,,,77685,,,,,,,,,,,56,0,0,78344,1132,78344,0,0,d1f53d825dfc2265c09cc9567b24b18c87c53bef,0,0,0,0,0,
20200906,AK,5776,,381281,,totalTestsViral,387057,41,256,,,7,,2323,A,9/6/2020 03:59,2020-09-06T03:59:00Z,09/05 23:59,42,256,2020-09-06T03:59:00Z,387057,6210,380568,,42,,,,,,,,,,,,,,02,95,1960,387057,2055,387057,0,0,c5a115e4bf1f976e5b00fca8c242266869f581bc,0,0,0,0,0,
20200906,AL,132314,11499,851994,,totalTestsPeopleViral,972809,841,14914,,1537,,848,51154,B,9/6/2020 11:00,2020-09-06T11:00:00Z,09/06 07:00,2276,14914,2020-09-06T11:00:00Z,,,,120815,2152,124,,972809,,,,55174,,,,,,,01,511,5824,984308,6312,984308,1,0,861a4c047e6f8f6962a5a461dec7db3fc4b75166,0,0,0,0,0,
20200906,AR,65226,536,700721,,totalTestsViral,765411,389,4462,,,78,568,58295,A,9/6/2020 17:30,2020-09-06T17:30:00Z,09/06 13:30,894,4462,2020-09-06T17:30:00Z,765411,,700721,64690,,,,,,,,,,,,,14859,2311,05,0,0,765947,0,765947,12,6,2ace6e57a7d90c5cf79563652398aff03927a548,0,0,0,0,0,
20200906,AS,0,,1514,,totalTestsViral,1514,,,,,,,,C,8/15/2020 00:00,2020-08-15T00:00:00Z,08/14 20:00,0,,2020-08-15T00:00:00Z,1514,,,0,,,,,,,,,,,,,,,60,0,0,1514,0,1514,0,0,71ec810f24fbca1dd26698d00ff436a781002b0a,0,0,0,0,0,
20200906,AZ,205766,1797,1053252,,totalTestsPeopleViral,1257221,666,21527,229,,121,,31721,A+,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,5221,21527,2020-09-06T00:00:00Z,,,,203969,4947,274,,1257221,272437,,,,,,,,,,04,250,5993,1259018,6240,1259018,14,7,db56abdc1eea01b4d66d34104542a350cba54cd4,0,0,0,0,0,
20200906,CA,732144,,11315047,,totalTestsViral,12047191,4226,,1201,,,,,B,9/6/2020 02:59,2020-09-06T02:59:00Z,09/05 22:59,13709,,2020-09-06T02:59:00Z,12047191,,,732144,,,,,,,,,,,,,,,06,4905,125963,12047191,130868,12047191,66,0,4b72d251856ef8bf6813d8523e7852e5edbcb00b,0,0,0,0,0,
20200906,CO,59274,4018,689187,,totalTestEncountersViral,1059557,227,7138,,,,,6057,A+,9/6/2020 01:59,2020-09-06T01:59:00Z,09/05 21:59,1866,7138,2020-09-06T01:59:00Z,,,,55256,,,1059557,744443,160811,11137,149674,,,,,,,,08,285,5604,748461,8473,748461,0,4,8a4316950c3a08a45f195e199366c9ba1e75c891,0,0,0,0,0,
20200906,CT,53365,2144,1184293,,posNeg,1237658,58,11275,,,,,9049,B,9/3/2020 20:30,2020-09-03T20:30:00Z,09/03 16:30,4468,11275,2020-09-03T20:30:00Z,1235514,,,51221,3583,885,,,,,,,,,,,,,09,0,0,1237658,0,1237658,0,0,b883b63ef86f22f42d73b8cf00ce50f38d3e37ba,0,0,0,0,0,
20200906,DC,14279,,297231,,totalTestEncountersViral,311510,80,,24,,10,,11355,A+,9/5/2020 00:00,2020-09-05T00:00:00Z,09/04 20:00,611,,2020-09-05T00:00:00Z,,,,,,,311510,187619,,,,,,,,,,,11,41,3605,311510,3646,311510,0,0,f3945f2008757947d5e05310f1811d355f010c3e,0,0,0,0,0,
20200906,DE,18043,990,232740,,totalTestEncountersViral,360999,62,,13,,,,9696,A+,9/5/2020 18:00,2020-09-05T18:00:00Z,09/05 14:00,609,,2020-09-05T18:00:00Z,,21291,,17053,537,72,360999,250783,,,,,,,,,,,10,151,2000,250783,2156,250783,1,0,83fc38f594bdf25ec2deadd5aa5a52d22e9b8076,0,0,0,0,0,
20200906,FL,639166,10435,4138339,3524,totalTestEncountersViral,6749937,3167,40487,,,,,,A+,9/5/2020 23:59,2020-09-05T23:59:00Z,09/05 19:59,12001,40487,2020-09-05T23:59:00Z,6612703,832459,5742293,628731,12001,,6749937,4750980,446669,34738,411877,437913,34017,403867,,,,,12,2513,18399,4781029,49967,4777505,38,114,f19cfa5e7288731f743f6f97fad28aa2cccd76a7,0,0,0,0,0,
20200906,GA,283199,,2196369,,totalTestsViral,2479568,2202,25523,,4684,,,,A+,9/6/2020 14:50,2020-09-06T14:50:00Z,09/06 10:50,6037,25523,2020-09-06T14:50:00Z,2479568,259039,,283199,,,,,284452,22365,,,,,,,,,13,1651,17188,2479568,18839,2479568,60,22,5274659e7236a4939915cdcbef34fcee2ee94eb1,0,0,0,0,0,
20200906,GU,1671,0,39070,,posNeg,40741,57,,14,,,,744,A+,9/5/2020 12:50,2020-09-05T12:50:00Z,09/05 08:50,16,,2020-09-05T12:50:00Z,40110,,,1671,,,,,158,2,,,,,,,,,66,0,0,40741,0,40741,1,0,29f30c9ac0e4acb970abe8b9fa82d830ff1113d9,0,0,0,0,0,
20200906,HI,9693,,220103,,totalTestEncountersViral,299571,265,592,50,,37,,2931,C,9/5/2020 18:00,2020-09-05T18:00:00Z,09/05 14:00,84,592,2020-09-05T18:00:00Z,305226,9639,,,,,299571,229796,,,,,,,,,,,15,220,8185,229796,10725,229796,3,9,c5c89f3dafba749e2b1364792d133520b7241bbb,0,0,0,0,0,
20200906,IA,68291,,584646,,posNeg,652937,309,,91,,37,,49723,A+,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,1165,,2020-09-06T00:00:00Z,,,,68291,,,,654436,,,,51413,3121,48252,14081,1719,,,19,649,3777,652937,4426,652937,4,0,a107306f4f2a803ec1c84bb348b11b8ebe20c779,0,0,0,0,0,
20200906,ID,33477,2478,233695,,totalTestsPeopleViral,264694,151,1466,50,394,,,16339,A+,9/5/2020 19:00,2020-09-05T19:00:00Z,09/05 15:00,384,1466,2020-09-05T19:00:00Z,,,,30999,348,36,,264694,,,,,,,,,,,16,281,1246,267172,1511,267172,2,5,61dd9c265e32206a957c18d9b18bb1ac7f476509,0,0,0,0,0,
20200906,IL,251508,1928,4168792,,posNeg,4420300,1504,,356,,134,,,A,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,8390,,2020-09-06T00:00:00Z,4418372,,,249580,8171,219,,,,,,,,,,,,,17,1403,45093,4420300,46496,4420300,5,0,564ccba4d6b698d45517b958969c1e654c3933d0,0,0,0,0,0,
20200906,IN,99804,,1039064,,totalTestsViral,1649026,751,11365,232,2271,70,,76023,A+,9/5/2020 23:59,2020-09-05T23:59:00Z,09/05 19:59,3364,11365,2020-09-05T23:59:00Z,1649026,103975,,,3140,224,,1138868,,,,,,,,,,,18,843,8947,1138868,6492,1138868,2,47,401bed4d7d1d1136969959934cb3b7ee0a43a273,0,0,0,0,0,
20200906,KS,45220,,381985,,posNeg,427205,314,2415,101,661,36,211,1785,A+,9/4/2020 10:00,2020-09-04T10:00:00Z,09/04 06:00,481,2415,2020-09-04T10:00:00Z,,,,,,,,427205,,,,,,,,,,,20,0,0,427205,0,427205,0,0,55ed927931c87d49185cb0fb8248cfdaef413b41,0,0,0,0,0,
20200906,KY,52774,5033,819355,,totalTestsViral,866842,535,4713,128,1414,,,10613,B,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,996,4713,2020-09-06T00:00:00Z,866842,,,47741,987,9,,,47702,,,,,,,,15830,,21,310,0,872129,0,872129,3,0,10769344b0f33dc32cb29872ed7dc04d417f491d,0,0,0,0,0,
20200906,LA,153764,896,1805480,,posNeg,1959244,790,,,,119,,134432,A,9/6/2020 13:00,2020-09-06T13:00:00Z,09/06 09:00,5093,,2020-09-06T13:00:00Z,1958348,,,152868,4930,163,,,,,,,,,,,,,22,1395,25205,1959244,26600,1959244,58,0,75a9fbfdb536cc3e5fefc72f185d41783799f35a,0,0,0,0,0,
20200906,MA,122562,1738,1736840,,totalTestsViral,2704512,312,12350,52,,22,,105769,A+,9/6/2020 08:00,2020-09-06T08:00:00Z,09/06 04:00,9125,12350,2020-09-06T08:00:00Z,2704512,159076,,120824,8917,208,,1857664,,,,114941,,,92907,,,,25,366,17361,1859402,44050,1859402,9,3,7c3b656877aebdea70b90ab085909d12c409045e,0,0,0,0,0,
20200906,MD,112119,,1281205,,totalTestsViral,2064239,341,14573,96,,,,7103,A+,9/6/2020 10:00,2020-09-06T10:00:00Z,09/06 06:00,3799,14573,2020-09-06T10:00:00Z,2064239,133590,,112119,3655,144,,1393324,,,,122033,10303,111730,,,,,24,512,8357,1393324,16723,1393324,3,57,17e87c7c3dae00e5bd48b2e3d26e416c11aa1048,0,0,0,0,0,
20200906,ME,4682,472,292172,,posNeg,296854,6,424,2,,2,,4049,A+,9/5/2020 23:59,2020-09-05T23:59:00Z,09/05 19:59,134,424,2020-09-05T23:59:00Z,296382,5853,290281,4210,133,1,,,9760,491,9256,,,,,,,,23,15,4864,296854,4879,296854,0,0,ee12ae80c0fae7edf3541f0b12fdd5571ca2cb29,0,0,0,0,0,
20200906,MI,117191,10976,2801811,,posNeg,2919002,616,,158,,71,,80678,A+,9/5/2020 00:00,2020-09-05T00:00:00Z,09/04 20:00,6806,,2020-09-05T00:00:00Z,2951815,150004,2801811,106215,6534,272,,,263721,,,,,,,,,,26,0,0,2919002,0,2919002,0,0,86c1f49da6baaebe2473324bb033b5324c8a8eac,0,0,0,0,0,
20200906,MN,80587,,1107706,,totalTestEncountersViral,1594639,284,6719,143,1891,,,72463,A+,9/5/2020 17:00,2020-09-05T17:00:00Z,09/05 13:00,1909,6719,2020-09-05T17:00:00Z,,,,80587,1857,52,1594639,1188293,,,,,,,,,,,27,707,9786,1188293,17173,1188293,6,43,ac98ba648b3d932c39af69720f18e03a2a22517c,0,0,0,0,0,
20200906,MO,93434,,952409,,totalTestsViral,1368585,934,,,,113,,,A,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,1658,,2020-09-06T00:00:00Z,1368585,102766,1263356,93434,,,,1045843,,,,70006,3085,66921,,,,,29,1232,6310,1045843,8123,1045843,19,0,c34316f0899cc92bd2c381d7d55cc03c1d8dac1a,0,0,0,0,0,
20200906,MP,58,,13484,,posNeg,13542,,4,,,,,29,C,9/1/2020 00:00,2020-09-01T00:00:00Z,08/31 20:00,2,4,2020-09-01T00:00:00Z,17626,,,58,2,,,13540,,,,,,,,,,,69,0,0,13542,0,13542,0,0,ee793b5739d1f6688120baa6f6d83b1070019408,0,0,0,0,0,
20200906,MS,86888,4653,510921,,posNeg,597809,758,5326,186,,111,,67918,A+,9/5/2020 00:00,2020-09-05T00:00:00Z,09/04 20:00,2584,5326,2020-09-05T00:00:00Z,592831,,,82235,2416,168,,,27468,95,,,,,,,33480,,28,410,0,597809,410,597809,15,0,9b3a23e7493f2ac515aaaaafb622b0fae3e925b4,0,0,0,0,0,
20200906,MT,8264,,253762,,posNeg,262026,156,486,,,,,6243,B,9/6/2020 01:59,2020-09-06T01:59:00Z,09/05 21:59,117,486,2020-09-06T01:59:00Z,262026,,,8264,,,,,,,,,,,,,,,30,100,876,262026,976,262026,1,9,1bdb433f7bff91629fba4eb9fb56285b6890a4ab,0,0,0,0,0,
20200906,NC,176901,,2266049,,posNeg,2442950,830,,250,,,,145884,A+,9/6/2020 11:25,2020-09-06T11:25:00Z,09/06 07:25,2890,,2020-09-06T11:25:00Z,2442950,,,176901,2890,,,,,,,,,,,,,,37,1086,30993,2442950,32079,2442950,1,0,d4f482a601e82e8ce1fddef6102081308863b4b5,0,0,0,0,0,
20200906,ND,13626,,197368,,totalTestEncountersViral,488286,64,598,18,161,,,10821,A,9/6/2020 01:59,2020-09-06T01:59:00Z,09/05 21:59,160,598,2020-09-06T01:59:00Z,504785,,,13626,156,4,488286,210757,8913,359,8554,,,,,,,,38,299,1203,210994,4462,210994,1,2,71ebbdc8aea81f49b570c9b9a4824eecbfa203b6,0,0,0,0,0,
20200906,NE,35805,,341023,,totalTestsViral,497838,176,2065,,,,,27473,A+,9/5/2020 20:10,2020-09-05T20:10:00Z,09/05 16:10,404,2065,2020-09-05T20:10:00Z,497838,43530,453309,35805,,,,377290,,,,,,,,,,,31,144,1160,376828,1840,376828,0,5,c899678ce82aa9180db3e0bad3ce575a0c8a8c20,0,0,0,0,0,
20200906,NH,7447,,213215,,totalTestsViral,350528,10,718,,227,,,6766,B,9/5/2020 09:00,2020-09-05T09:00:00Z,09/05 05:00,433,718,2020-09-05T09:00:00Z,350528,,,7447,,,,220662,30813,,,30153,,,,,,,33,23,1894,220662,4465,220662,1,1,4beca4767a4aa046646d2b6ca31393e152696e27,0,0,0,0,0,
20200906,NJ,194058,,2808249,,posNeg,3002307,403,22796,74,,35,,34169,A+,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,15988,22796,2020-09-06T00:00:00Z,3002307,,,194058,14206,1782,,,,,,,,,,,,,34,311,36949,3002307,37260,3002307,4,6,31564e9c3c2e48cb06e6978a31a5a41d5ec79be0,0,0,0,0,0,
20200906,NM,26107,,765729,,posNeg,791836,65,3186,,,,,13530,B,9/6/2020 17:30,2020-09-06T17:30:00Z,09/06 13:30,803,3186,2020-09-06T17:30:00Z,791836,,,26107,,,,,,,,,,,,,,,35,59,3966,791836,4025,791836,3,15,74bdc0f801345214478826ec134118c6e710929a,0,0,0,0,0,
20200906,NV,71610,,547872,,totalTestEncountersViral,876355,597,,184,,114,,,A+,9/6/2020 02:59,2020-09-06T02:59:00Z,09/05 22:59,1389,,2020-09-06T02:59:00Z,896316,,,71610,,,876355,618850,,,,,,,,,,,32,508,5970,619482,4534,619482,1,0,bc3d09ef72ecf2cd1ebb1024c6ee36838ed44680,0,0,0,0,0,
20200906,NY,439501,,8356743,,totalTestEncountersViral,8796244,410,89995,119,,56,,75425,A,9/5/2020 23:59,2020-09-05T23:59:00Z,09/05 19:59,25359,89995,2020-09-05T23:59:00Z,,,,439501,,,8796244,,,,,,,,,,,,36,729,84901,8796244,85630,8796244,9,0,4f02ca5166b5f186e8e259c7237cf16cd0530cd3,0,0,0,0,0,
20200906,OH,130558,6755,2273677,,posNeg,2404235,691,13841,252,3033,134,,108578,A+,9/6/2020 14:00,2020-09-06T14:00:00Z,09/06 10:00,4259,13841,2020-09-06T14:00:00Z,2397480,,,123803,3972,287,,,,,,,,,,,,,39,773,25552,2404235,26325,2404235,3,33,4c6161021644c713e2278cd8a754ac3ec9f3f352,0,0,0,0,0,
20200906,OK,63607,,860086,5021,posNeg,923693,472,5105,208,,,,53059,A+,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,853,5105,2020-09-06T00:00:00Z,939500,73487,860086,63607,,,,,73173,3453,,,,,,,,,40,420,0,928714,420,923693,3,0,8c9404312b1421d9cc391a9e09bcff58196e4fac,0,0,0,0,0,
20200906,OR,28044,1333,557381,,posNeg,585425,147,2161,45,,23,,5198,A+,9/6/2020 15:01,2020-09-06T15:01:00Z,09/06 11:01,481,2161,2020-09-06T15:01:00Z,,,557381,26268,,,,575596,,,,,,,,,,,41,188,5130,585425,5318,585425,1,0,5fed50c15dc191aa8bc61c993a22861160570c79,0,0,0,0,0,
20200906,PA,139316,3992,1599299,,posNeg,1738615,490,,,,64,,114239,A+,9/6/2020 12:00,2020-09-06T12:00:00Z,09/06 08:00,7760,,2020-09-06T12:00:00Z,2399820,,,135324,,,,1734623,,,,,,,,,,,42,691,10218,1738615,10909,1738615,0,0,d04672da5b2a9f2473da91cc2368517e23aa9677,0,0,0,0,0,
20200906,PR,16269,,305972,,posNeg,322241,377,,73,,67,,,C,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,477,,2020-09-06T00:00:00Z,415664,20103,395291,16269,317,160,,,,18264,,,,,,,,,72,26,0,322241,26,322241,13,0,e4e9bcf4eedba45301dfeb20815b1f36651048f5,0,0,0,0,0,
20200906,RI,22519,,266689,,totalTestEncountersViral,577163,79,2587,7,,3,,2172,A+,9/7/2020 12:00,2020-09-07T12:00:00Z,09/07 08:00,1058,2587,2020-09-07T12:00:00Z,,31715,545448,22519,,,577163,289208,,,,,,,,,,,44,35,1486,289208,6234,289208,0,6,0d9c1a1ce552f46ba705309051f9f069949398fc,0,0,0,0,0,
20200906,SC,124952,2008,876273,,posNeg,1001225,787,8144,208,,129,,51431,A+,9/5/2020 23:59,2020-09-05T23:59:00Z,09/05 19:59,2887,8144,2020-09-05T23:59:00Z,999217,160614,838603,122944,2748,139,,,64756,5618,59138,,,,,,,,45,663,6635,1001225,7298,1001225,10,11,72472c48e9a8327e26ce389090f86c18accd0242,0,0,0,0,0,
20200906,SD,15109,,139992,,totalTestsPeopleViral,155101,81,1079,,,,,11918,A+,9/5/2020 14:00,2020-09-05T14:00:00Z,09/05 10:00,173,1079,2020-09-05T14:00:00Z,207850,,,,,,,155101,,,,,,,,,,,46,220,974,155101,1194,155101,0,11,f23c347a266c6998462fd032379541597d0ea1b0,0,0,0,0,0,
20200906,TN,164126,4331,2167073,,posNeg,2331199,969,7296,299,,144,,145359,A+,9/6/2020 15:00,2020-09-06T15:00:00Z,09/06 11:00,1865,7296,2020-09-06T15:00:00Z,2326868,193983,2132885,159795,1814,51,,,,,,,,,,,,,47,1764,19111,2331199,20875,2331199,3,20,ae18b9f148cf4eb1af25e9559c56ef807eef4e0a,0,0,0,0,0,
20200906,TX,638310,,4644269,,posNeg,5282579,3715,,1409,,,,543412,A+,9/6/2020 17:50,2020-09-06T17:50:00Z,09/06 13:50,13472,,2020-09-06T17:50:00Z,5282579,,,638310,,,,,369645,31773,,,,,,,34939,5183,48,2995,95636,5282579,98631,5282579,64,0,76823bee14752cb7da5e80abfff5de5ef6e945ca,0,0,0,0,0,
20200906,UT,54660,,631263,,totalTestsViral,862207,152,3207,49,802,,333,46233,A+,9/6/2020 10:53,2020-09-06T10:53:00Z,09/06 06:53,422,3207,2020-09-06T10:53:00Z,862207,60014,802193,54660,,,,685176,,,,,,,6049,1061,7501,1132,49,388,4097,685923,6786,685923,2,19,cd202a7a71d128bf1b2cbfefac817e95b1394848,0,0,0,0,0,
20200906,VA,126926,5609,1543158,268,totalTestEncountersViral,1664475,1083,9881,232,,119,,15683,A+,9/5/2020 17:00,2020-09-05T17:00:00Z,09/05 13:00,2678,9881,2020-09-05T17:00:00Z,,145825,,121317,2545,133,1664475,,,,,,,,,,,,51,1199,11329,1670352,12455,1670084,1,32,49d305fbc725da404c3fa3b5141b71a0efebf313,0,0,0,0,0,
20200906,VI,1181,,16144,15,posNeg,17325,,,,,,,1069,C,9/6/2020 07:03,2020-09-06T07:03:00Z,09/06 03:03,17,,2020-09-06T07:03:00Z,17340,,,,17,,,,,,,,,,,,,,78,14,100,17340,114,17325,1,0,d4a19558e9f26b8cb6c11a98f00a1aef429d4ba8,0,0,0,0,0,
20200906,VT,1650,,142415,,totalTestsViral,204968,4,,,,,,1456,B,9/5/2020 23:39,2020-09-05T23:39:00Z,09/05 19:39,58,,2020-09-05T23:39:00Z,204968,,,1648,58,,,144518,,,,,,,,,,,50,4,974,144065,3890,144065,0,0,7ae0bb70d52efcb636efe84ba718ce665cee2bfb,0,0,0,0,0,
20200906,WA,76836,,1473641,,totalTestEncountersViral,1550477,282,6842,,,34,,,B,9/5/2020 02:59,2020-09-05T02:59:00Z,09/04 22:59,1953,6842,2020-09-05T02:59:00Z,,,,76836,1953,,1550477,,,,,,,,,,,,53,501,15886,1550477,16387,1550477,0,-6,cbbec2c83ca3e68ee44d28c6ce8717912ee5ad9c,0,0,0,0,0,
20200906,WI,86353,5160,1221894,118,totalTestEncountersViral,1841797,286,6070,96,1050,,,71906,A+,9/6/2020 00:00,2020-09-06T00:00:00Z,09/05 20:00,1176,6070,2020-09-06T00:00:00Z,,,,81193,1168,8,1841797,1303087,,,,,,,,,,,55,890,4616,1308365,14596,1308247,0,22,785eaa07f031923ce081a205ce29fc79fa27b59e,0,0,0,0,0,
20200906,WV,11412,198,446966,,posNeg,458378,149,,51,,22,,8556,C,9/5/2020 23:59,2020-09-05T23:59:00Z,09/05 19:59,246,,2020-09-05T23:59:00Z,458180,,,11214,244,2,,,16295,,,,,,,,,,54,123,4774,458378,4897,458378,3,0,040a8b8dd1eaeb0a00a31afc8199eb378bc9ecca,0,0,0,0,0,
20200906,WY,4032,607,74312,,totalTestsViral,127885,15,219,,,,,3416,A,9/6/2020 11:25,2020-09-06T11:25:00Z,09/06 07:25,42,219,2020-09-06T11:25:00Z,127885,3644,124241,3425,,,,77685,,,,,,,,,,,56,26,0,78344,202,78344,0,-4,e6f026bc13ecf80c7dd22ebf786b8821cee8103a,0,0,0,0,0,
20200905,AK,5681,,379321,,totalTestsViral,385002,36,256,,,8,,2321,A,9/5/2020 03:59,2020-09-05T03:59:00Z,09/04 23:59,42,256,2020-09-05T03:59:00Z,385002,6169,378554,,42,,,,,,,,,,,,,,02,87,2978,385002,3065,385002,2,4,aae2f8ebfee09069a13b4d4c4848f01372f40f57,0,0,0,0,0,
20200905,AL,131803,11476,846170,,totalTestsPeopleViral,966497,818,14914,,1537,,848,51154,B,9/5/2020 11:00,2020-09-05T11:00:00Z,09/05 07:00,2275,14914,2020-09-05T11:00:00Z,,,,120327,2151,124,,966497,,,,54959,,,,,,,01,1410,6150,977973,7188,977973,9,113,6ec4a71a38d520ae21de59cddca299718c8673d8,0,0,0,0,0,
20200905,AR,65226,536,700721,,totalTestsViral,765411,385,4456,,,78,566,57968,A,9/5/2020 17:50,2020-09-05T17:50:00Z,09/05 13:50,882,4456,2020-09-05T17:50:00Z,765411,,700721,64690,,,,,,,,,,,,,14859,2311,05,548,16485,765947,18094,765947,9,34,3c539df39e3bb6ffb3e45a5e711a5005b0e09f46,0,0,0,0,0,
20200905,AS,0,,1514,,totalTestsViral,1514,,,,,,,,C,8/15/2020 00:00,2020-08-15T00:00:00Z,08/14 20:00,0,,2020-08-15T00:00:00Z,1514,,,0,,,,,,,,,,,,,,,60,0,0,1514,0,1514,0,0,330f245814618eb32f6d2d002f2b8d73f57e1c70,0,0,0,0,0,
20200905,AZ,205516,1794,1047259,,totalTestsPeopleViral,1250981,702,21520,225,,131,,31548,A+,9/5/2020 00:00,2020-09-05T00:00:00Z,09/04 20:00,5207,21520,2020-09-05T00:00:00Z,,,,203722,4933,274,,1250981,271491,,,,,,,,,,04,835,15012,1252775,15839,1252775,36,22,9a68c586df32bbd737793b0c386ed7cf6909c9a6,0,0,0,0,0,
20200905,CA,727239,,11189084,,totalTestsViral,11916323,4242,,1242,,,,,B,9/5/2020 02:59,2020-09-05T02:59:00Z,09/04 22:59,13643,,2020-09-05T02:59:00Z,11916323,,,727239,,,,,,,,,,,,,,,06,4956,114397,11916323,119353,11916323,153,0,1e5c55c1702b42714948c151fc0dabd7caf52989,0,0,0,0,0,
20200905,CO,58989,4009,683583,,totalTestEncountersViral,1051084,220,7134,,,,,6049,A+,9/5/2020 01:59,2020-09-05T01:59:00Z,09/04 21:59,1866,7134,2020-09-05T01:59:00Z,,,,54980,,,1051084,738563,160346,11117,149229,,,,,,,,08,334,6270,742572,10332,742572,0,9,50257f256ed7e3320ffe1e06b95142c60b3c8b3f,0,0,0,0,0,
20200905,CT,53365,2144,1184293,,posNeg,1237658,58,11275,,,,,9049,B,9/3/2020 20:30,2020-09-03T20:30:00Z,09/03 16:30,4468,11275,2020-09-03T20:30:00Z,1235514,,,51221,3583,885,,,,,,,,,,,,,09,0,0,1237658,0,1237658,0,0,e074c055cfd8ad7d8012c50430eaad1c1616a6fa,0,0,0,0,0,
20200905,DC,14238,,293626,,totalTestEncountersViral,307864,80,,22,,16,,11323,A+,9/4/2020 00:00,2020-09-04T00:00:00Z,09/03 20:00,611,,2020-09-04T00:00:00Z,,,,,,,307864,186236,,,,,,,,,,,11,52,4461,307864,4513,307864,0,0,381d6da4c0b90ae19baa513701fddc0f1ce23e94,0,0,0,0,0,
20200905,DE,17892,990,230740,,totalTestEncountersViral,358843,58,,12,,,,9641,A+,9/4/2020 18:00,2020-09-04T18:00:00Z,09/04 14:00,608,,2020-09-04T18:00:00Z,,21218,,16902,536,72,358843,248632,,,,,,,,,,,10,140,1850,248632,3778,248632,2,0,c29220953fb50183d1e5afbb21d5c15bee48e990,0,0,0,0,0,
20200905,FL,636653,10277,4119940,3577,totalTestEncountersViral,6699970,3229,40373,,,,,,A+,9/4/2020 23:59,2020-09-04T23:59:00Z,09/04 19:59,11963,40373,2020-09-04T23:59:00Z,6579765,829243,5712716,626376,11963,,6699970,4750980,446669,34738,411877,437913,34017,403867,,,,,12,3593,20144,4760170,61498,4756593,60,246,ec13876c379a281e0c5a59584d48bf9522ab63be,0,0,0,0,0,
20200905,GA,281548,,2179181,,totalTestsViral,2460729,2740,25501,,4681,,,,A+,9/5/2020 02:50,2020-09-05T02:50:00Z,09/04 22:50,5977,25501,2020-09-05T02:50:00Z,2460729,257428,,281548,,,,,283277,22155,,,,,,,,,13,2194,26410,2460729,28604,2460729,46,99,9dadc15220e1ff31e56f2588e81ac399e08c3b6b,0,0,0,0,0,
20200905,GU,1671,0,39070,,posNeg,40741,57,,14,,,,744,A+,9/5/2020 09:20,2020-09-05T09:20:00Z,09/05 05:20,15,,2020-09-05T09:20:00Z,40110,,,1671,,,,,158,2,,,,,,,,,66,52,577,40741,629,40741,1,0,986c0113336c01901d647a9e4689d545b40ab545,0,0,0,0,0,
20200905,HI,9473,,211918,,totalTestEncountersViral,288846,265,583,50,,37,,2855,C,9/4/2020 18:00,2020-09-04T18:00:00Z,09/04 14:00,81,583,2020-09-04T18:00:00Z,294102,9430,,,,,288846,221391,,,,,,,,,,,15,271,7398,221391,9986,221391,2,10,4536fb537c2856eb3542ded19375c4e4df79404f,0,0,0,0,0,
20200905,IA,67642,,580869,,posNeg,648511,315,,94,,38,,49521,A+,9/5/2020 00:00,2020-09-05T00:00:00Z,09/04 20:00,1161,,2020-09-05T00:00:00Z,,,,67642,,,,650020,,,,51112,3118,47954,13362,1664,,,19,1028,5148,648511,6176,648511,20,0,db8bef04cc6d62dcf6c444fd7c488259b5be03a3,0,0,0,0,0,
20200905,ID,33196,2462,232449,,totalTestsPeopleViral,263183,151,1461,50,394,,,16071,A+,9/4/2020 19:00,2020-09-04T19:00:00Z,09/04 15:00,382,1461,2020-09-04T19:00:00Z,,,,30734,346,36,,263183,,,,,,,,,,,16,269,1649,265645,1894,265645,10,19,2dcb5f3ea6ff177f38e15e4e596422a3cc927790,0,0,0,0,0,
20200905,IL,250105,1928,4123699,,posNeg,4373804,1550,,363,,151,,,A,9/5/2020 00:00,2020-09-05T00:00:00Z,09/04 20:00,8385,,2020-09-05T00:00:00Z,4371876,,,248177,8166,219,,,,,,,,,,,,,17,2806,59129,4373804,61935,4373804,23,0,b146be6c73498021168fcdc68492a394560ec835,0,0,0,0,0,
